date,nav
22-09-2025,172.126
19-09-2025,173.377
18-09-2025,173.485
17-09-2025,172.886
16-09-2025,172.375
15-09-2025,171.018
12-09-2025,170.692
11-09-2025,170.017
10-09-2025,169.537
09-09-2025,168.826
08-09-2025,168.449
05-09-2025,167.925
04-09-2025,167.819
03-09-2025,168.333
02-09-2025,166.92
01-09-2025,166.903
29-08-2025,164.778
28-08-2025,165.328
26-08-2025,166.882
25-08-2025,168.743
22-08-2025,168.165
21-08-2025,169.068
20-08-2025,168.914
19-08-2025,168.648
18-08-2025,167.396
14-08-2025,165.641
13-08-2025,165.912
12-08-2025,164.842
11-08-2025,165.168
08-08-2025,163.855
07-08-2025,165.531
06-08-2025,165.212
05-08-2025,166.105
04-08-2025,166.754
01-08-2025,165.244
31-07-2025,167.541
30-07-2025,168.686
29-07-2025,168.465
28-07-2025,167.168
25-07-2025,168.131
24-07-2025,170.081
23-07-2025,171.056
22-07-2025,170.026
21-07-2025,170.665
18-07-2025,170.225
17-07-2025,171.214
16-07-2025,171.287
15-07-2025,171.116
14-07-2025,169.976
11-07-2025,169.536
10-07-2025,170.261
09-07-2025,170.571
08-07-2025,170.639
07-07-2025,170.417
04-07-2025,170.634
03-07-2025,170.49
02-07-2025,170.647
01-07-2025,170.714
30-06-2025,170.742
27-06-2025,170.586
26-06-2025,170.085
25-06-2025,168.75
24-06-2025,167.48
23-06-2025,166.354
20-06-2025,166.546
19-06-2025,164.659
18-06-2025,166.083
17-06-2025,166.094
16-06-2025,167.187
13-06-2025,165.669
12-06-2025,166.516
11-06-2025,168.749
10-06-2025,168.679
09-06-2025,168.512
06-06-2025,167.103
05-06-2025,165.134
04-06-2025,164.149
03-06-2025,163.432
02-06-2025,164.101
30-05-2025,163.768
29-05-2025,164.039
28-05-2025,163.037
27-05-2025,163.413
26-05-2025,163.875
23-05-2025,163.178
22-05-2025,161.92
21-05-2025,162.815
20-05-2025,161.552
19-05-2025,163.311
16-05-2025,163.494
15-05-2025,162.909
14-05-2025,161.115
13-05-2025,159.538
12-05-2025,160.324
09-05-2025,154.605
08-05-2025,155.334
07-05-2025,157.295
06-05-2025,156.055
05-05-2025,158.415
02-05-2025,156.75
30-04-2025,157.079
29-04-2025,157.717
28-04-2025,157.633
25-04-2025,155.539
24-04-2025,158.26
23-04-2025,158.422
22-04-2025,157.156
21-04-2025,156.813
17-04-2025,154.109
16-04-2025,152.417
15-04-2025,151.323
11-04-2025,147.499
09-04-2025,144.566
08-04-2025,146.014
07-04-2025,143.457
04-04-2025,148.272
03-04-2025,152.13
02-04-2025,152.113
01-04-2025,150.82
31-03-2025,152.215
28-03-2025,152.222
27-03-2025,152.838
26-03-2025,151.866
25-03-2025,153.023
24-03-2025,154.037
21-03-2025,152.35
20-03-2025,150.627
19-03-2025,149.469
18-03-2025,147.453
17-03-2025,144.497
13-03-2025,143.612
12-03-2025,144.6
11-03-2025,145.102
10-03-2025,144.712
07-03-2025,146.107
06-03-2025,146.473
05-03-2025,145.035
04-03-2025,141.945
03-03-2025,141.517
28-02-2025,141.099
27-02-2025,143.89
25-02-2025,144.782
24-02-2025,145.574
21-02-2025,146.975
20-02-2025,148.022
19-02-2025,147.255
18-02-2025,146.157
17-02-2025,146.27
14-02-2025,145.725
13-02-2025,148.336
12-02-2025,148.026
11-02-2025,148.596
10-02-2025,151.998
07-02-2025,154.457
06-02-2025,154.468
05-02-2025,155.305
04-02-2025,154.569
03-02-2025,152.22
31-01-2025,153.628
30-01-2025,151.809
29-01-2025,151.903
28-01-2025,149.377
27-01-2025,149.502
24-01-2025,152.48
23-01-2025,154.773
22-01-2025,153.313
21-01-2025,154.27
20-01-2025,156.745
17-01-2025,155.717
16-01-2025,155.855
15-01-2025,154.399
14-01-2025,153.883
13-01-2025,151.631
10-01-2025,156.066
09-01-2025,158.292
08-01-2025,159.491
07-01-2025,160.507
06-01-2025,159.937
03-01-2025,163.413
02-01-2025,164.267
01-01-2025,162.425
31-12-2024,161.961
30-12-2024,161.651
27-12-2024,162.906
26-12-2024,162.897
24-12-2024,162.684
23-12-2024,162.588
20-12-2024,162.357
19-12-2024,165.234
18-12-2024,166.331
17-12-2024,167.588
16-12-2024,169.458
13-12-2024,169.243
12-12-2024,168.923
11-12-2024,169.938
10-12-2024,169.771
09-12-2024,169.206
06-12-2024,169.067
05-12-2024,168.312
04-12-2024,167.44
03-12-2024,166.587
02-12-2024,165.075
29-11-2024,163.952
28-11-2024,163.048
27-11-2024,163.61
26-11-2024,162.897
25-11-2024,162.976
22-11-2024,159.895
21-11-2024,157.381
19-11-2024,158.115
18-11-2024,156.915
14-11-2024,157.531
13-11-2024,157.197
12-11-2024,160.495
11-11-2024,162.83
08-11-2024,163.202
07-11-2024,164.447
06-11-2024,165.421
05-11-2024,162.955
04-11-2024,161.47
31-10-2024,162.625
30-10-2024,163.138
29-10-2024,163.243
28-10-2024,162.215
25-10-2024,161.313
24-10-2024,163.446
23-10-2024,163.577
22-10-2024,163.674
21-10-2024,167.098
18-10-2024,168.657
17-10-2024,167.461
16-10-2024,169.502
15-10-2024,169.754
14-10-2024,169.94
11-10-2024,169.116
10-10-2024,168.978
09-10-2024,169.357
08-10-2024,168.346
07-10-2024,166.277
04-10-2024,169.309
03-10-2024,170.707
01-10-2024,174.326
30-09-2024,173.891
27-09-2024,175.368
26-09-2024,175.205
25-09-2024,174.213
24-09-2024,174.005
23-09-2024,173.692
20-09-2024,172.109
19-09-2024,170.769
18-09-2024,171.61
17-09-2024,172.651
16-09-2024,172.568
13-09-2024,172.632
12-09-2024,172.339
11-09-2024,169.705
10-09-2024,170.803
09-09-2024,169.675
06-09-2024,169.876
05-09-2024,172.276
04-09-2024,171.714
03-09-2024,172.276
02-09-2024,171.785
30-08-2024,172.153
29-08-2024,170.962
28-08-2024,170.803
27-08-2024,170.987
26-08-2024,170.472
23-08-2024,169.207
22-08-2024,169.418
21-08-2024,169.102
20-08-2024,168.268
19-08-2024,167.363
16-08-2024,166.54
14-08-2024,163.721
13-08-2024,163.718
12-08-2024,165.463
09-08-2024,165.146
08-08-2024,164.181
07-08-2024,165.023
06-08-2024,162.386
05-08-2024,163.191
02-08-2024,168.425
01-08-2024,170.033
31-07-2024,170.435
30-07-2024,169.945
29-07-2024,168.998
26-07-2024,168.389
25-07-2024,165.61
24-07-2024,165.525
23-07-2024,164.502
22-07-2024,165.117
19-07-2024,164.475
18-07-2024,167.127
16-07-2024,167.196
15-07-2024,166.848
12-07-2024,165.829
11-07-2024,165.312
10-07-2024,164.931
09-07-2024,165.341
08-07-2024,164.636
05-07-2024,164.9
04-07-2024,164.143
03-07-2024,163.605
02-07-2024,162.731
01-07-2024,163.186
28-06-2024,162.004
27-06-2024,161.678
26-06-2024,160.869
25-06-2024,160.806
24-06-2024,160.265
21-06-2024,160.263
20-06-2024,160.61
19-06-2024,159.362
18-06-2024,159.92
14-06-2024,159.55
13-06-2024,158.268
12-06-2024,157.473
11-06-2024,156.522
10-06-2024,156.049
07-06-2024,155.282
06-06-2024,152.686
05-06-2024,150.236
04-06-2024,144.897
03-06-2024,155.217
31-05-2024,150.707
30-05-2024,150.369
29-05-2024,151.734
28-05-2024,152.829
27-05-2024,153.288
24-05-2024,153.441
23-05-2024,153.583
22-05-2024,152.306
21-05-2024,152.054
17-05-2024,151.56
16-05-2024,150.078
15-05-2024,148.797
14-05-2024,148.087
13-05-2024,147.025
10-05-2024,146.651
09-05-2024,145.915
08-05-2024,148.233
07-05-2024,146.965
06-05-2024,148.764
03-05-2024,149.132
02-05-2024,149.73
30-04-2024,149.204
29-04-2024,149.077
26-04-2024,148.275
25-04-2024,148.159
24-04-2024,147.293
23-04-2024,146.686
22-04-2024,146.043
19-04-2024,145.363
18-04-2024,145.343
16-04-2024,146.011
15-04-2024,146.133
12-04-2024,147.853
10-04-2024,149.081
09-04-2024,147.91
08-04-2024,148.147
05-04-2024,147.151
04-04-2024,146.568
03-04-2024,146.279
02-04-2024,146.002
01-04-2024,145.489
31-03-2024,143.306
28-03-2024,143.312
27-03-2024,142.34
26-03-2024,141.918
22-03-2024,141.633
21-03-2024,140.914
20-03-2024,138.979
19-03-2024,138.873
18-03-2024,140.102
15-03-2024,139.994
14-03-2024,140.628
13-03-2024,139.192
12-03-2024,143.118
11-03-2024,144.367
07-03-2024,145.444
06-03-2024,145.223
05-03-2024,145.65
04-03-2024,145.952
01-03-2024,145.33
29-02-2024,143.88
28-02-2024,143.395
27-02-2024,144.912
26-02-2024,144.735
23-02-2024,144.668
22-02-2024,144.581
21-02-2024,143.832
20-02-2024,144.463
19-02-2024,144.242
16-02-2024,143.759
15-02-2024,142.239
14-02-2024,141.315
13-02-2024,140.357
12-02-2024,139.586
09-02-2024,141.873
08-02-2024,142.155
07-02-2024,142.839
06-02-2024,142.649
05-02-2024,141.501
02-02-2024,141.84
01-02-2024,141.863
31-01-2024,142.095
30-01-2024,139.962
29-01-2024,140.597
25-01-2024,138.432
24-01-2024,139.015
23-01-2024,136.57
19-01-2024,139.355
18-01-2024,138.112
17-01-2024,138.717
16-01-2024,141.333
15-01-2024,141.884
12-01-2024,141.004
11-01-2024,140.239
10-01-2024,139.889
09-01-2024,139.479
08-01-2024,139.001
05-01-2024,140.414
04-01-2024,139.945
03-01-2024,138.665
02-01-2024,138.926
01-01-2024,139.219
29-12-2023,138.838
28-12-2023,138.446
27-12-2023,137.512
26-12-2023,136.602
22-12-2023,136.019
21-12-2023,135.076
20-12-2023,133.713
19-12-2023,136.941
18-12-2023,136.741
15-12-2023,136.34
14-12-2023,135.584
13-12-2023,134.193
12-12-2023,133.396
11-12-2023,134.272
08-12-2023,134.053
07-12-2023,133.618
06-12-2023,133.22
05-12-2023,133.245
04-12-2023,132.579
01-12-2023,130.534
30-11-2023,129.477
29-11-2023,128.613
28-11-2023,127.506
24-11-2023,126.934
23-11-2023,126.832
22-11-2023,126.892
21-11-2023,126.856
20-11-2023,126.346
17-11-2023,126.297
16-11-2023,126.324
15-11-2023,125.71
13-11-2023,124.415
10-11-2023,124.292
09-11-2023,123.797
08-11-2023,124.096
07-11-2023,123.594
06-11-2023,123.275
03-11-2023,121.781
02-11-2023,120.72
01-11-2023,119.757
31-10-2023,120.6
30-10-2023,120.871
27-10-2023,120.615
26-10-2023,119.425
25-10-2023,120.617
23-10-2023,121.317
20-10-2023,123.837
19-10-2023,124.956
18-10-2023,125.388
17-10-2023,126.124
16-10-2023,125.587
13-10-2023,125.464
12-10-2023,125.883
11-10-2023,125.595
10-10-2023,124.977
09-10-2023,123.546
06-10-2023,124.779
05-10-2023,124.286
04-10-2023,123.702
03-10-2023,124.916
29-09-2023,124.962
27-09-2023,124.633
26-09-2023,124.026
25-09-2023,124.156
22-09-2023,124.354
21-09-2023,124.803
20-09-2023,125.966
18-09-2023,127.001
15-09-2023,127.569
14-09-2023,126.951
13-09-2023,126.375
12-09-2023,125.88
11-09-2023,127.615
08-09-2023,126.756
07-09-2023,125.994
06-09-2023,125.065
05-09-2023,124.941
04-09-2023,124.39
01-09-2023,123.772
31-08-2023,122.68
30-08-2023,122.494
29-08-2023,121.91
28-08-2023,121.619
25-08-2023,121.084
24-08-2023,121.942
23-08-2023,121.834
22-08-2023,121.086
21-08-2023,120.452
18-08-2023,119.917
17-08-2023,120.11
16-08-2023,120.121
14-08-2023,120.135
11-08-2023,120.793
10-08-2023,121.356
09-08-2023,122.005
08-08-2023,121.345
07-08-2023,120.769
04-08-2023,120.212
03-08-2023,119.001
02-08-2023,119.459
01-08-2023,121.095
31-07-2023,120.824
28-07-2023,119.929
27-07-2023,119.293
26-07-2023,119.265
25-07-2023,118.899
24-07-2023,118.48
21-07-2023,118.678
20-07-2023,119.244
19-07-2023,118.602
18-07-2023,118.137
17-07-2023,118.343
14-07-2023,117.574
13-07-2023,116.459
12-07-2023,116.577
11-07-2023,116.602
10-07-2023,115.895
07-07-2023,115.748
06-07-2023,116.556
05-07-2023,115.688
04-07-2023,115.617
03-07-2023,115.664
30-06-2023,115.325
28-06-2023,114.416
27-06-2023,113.857
26-06-2023,112.979
23-06-2023,112.361
22-06-2023,113.194
21-06-2023,113.647
20-06-2023,113.134
19-06-2023,112.576
16-06-2023,112.723
15-06-2023,111.821
14-06-2023,112.037
13-06-2023,112.025
12-06-2023,111.162
09-06-2023,110.663
08-06-2023,110.934
07-06-2023,111.685
06-06-2023,110.666
05-06-2023,110.548
02-06-2023,109.927
01-06-2023,109.487
31-05-2023,109.551
30-05-2023,109.509
29-05-2023,109.317
26-05-2023,108.7
25-05-2023,107.908
24-05-2023,107.642
23-05-2023,107.7
22-05-2023,107.406
19-05-2023,107.34
18-05-2023,107.309
17-05-2023,107.736
16-05-2023,108.2
15-05-2023,108.253
12-05-2023,107.755
11-05-2023,108.063
10-05-2023,107.856
09-05-2023,107.403
08-05-2023,107.464
05-05-2023,106.358
04-05-2023,107.172
03-05-2023,106.372
02-05-2023,106.541
28-04-2023,106.235
27-04-2023,105.378
26-04-2023,104.917
25-04-2023,104.517
24-04-2023,104.457
21-04-2023,103.965
20-04-2023,104.155
19-04-2023,104.002
18-04-2023,104.122
17-04-2023,104.009
13-04-2023,104.274
12-04-2023,104.296
11-04-2023,103.887
10-04-2023,103.37
06-04-2023,103.118
05-04-2023,102.773
03-04-2023,102.365
31-03-2023,101.905
29-03-2023,100.533
28-03-2023,99.506
27-03-2023,99.698
24-03-2023,100.023
23-03-2023,100.882
22-03-2023,101.163
21-03-2023,100.943
20-03-2023,100.117
17-03-2023,100.984
16-03-2023,100.551
15-03-2023,100.609
14-03-2023,100.744
13-03-2023,101.316
10-03-2023,103.008
09-03-2023,103.905
08-03-2023,104.568
06-03-2023,104.466
03-03-2023,103.66
02-03-2023,102.67
01-03-2023,103.329
28-02-2023,102.292
27-02-2023,102.543
24-02-2023,103.085
23-02-2023,103.092
22-02-2023,103.175
21-02-2023,104.273
20-02-2023,104.36
17-02-2023,104.522
16-02-2023,104.96
15-02-2023,104.581
14-02-2023,104.318
13-02-2023,104.12
10-02-2023,104.955
09-02-2023,104.949
08-02-2023,105.103
07-02-2023,104.045
06-02-2023,104.224
03-02-2023,104.016
02-02-2023,103.618
01-02-2023,103.499
31-01-2023,104.166
30-01-2023,103.381
27-01-2023,103.127
25-01-2023,104.462
24-01-2023,105.907
23-01-2023,106.238
20-01-2023,105.754
19-01-2023,106.424
18-01-2023,106.66
17-01-2023,106.119
16-01-2023,105.97
13-01-2023,106.25
12-01-2023,106.136
11-01-2023,106.467
10-01-2023,106.553
09-01-2023,106.936
06-01-2023,105.931
05-01-2023,106.595
04-01-2023,106.33
03-01-2023,107.302
02-01-2023,106.966
30-12-2022,106.318
29-12-2022,106.279
28-12-2022,106.083
27-12-2022,106.119
26-12-2022,105.338
23-12-2022,103.374
22-12-2022,105.936
21-12-2022,106.69
20-12-2022,107.947
19-12-2022,108.159
16-12-2022,107.717
15-12-2022,108.692
14-12-2022,109.752
13-12-2022,109.298
12-12-2022,108.848
09-12-2022,108.651
08-12-2022,109.455
07-12-2022,108.869
06-12-2022,109.329
05-12-2022,109.912
02-12-2022,110.034
01-12-2022,109.819
30-11-2022,109.303
29-11-2022,108.778
28-11-2022,108.466
25-11-2022,108.123
24-11-2022,107.399
23-11-2022,106.288
22-11-2022,106.303
21-11-2022,106.087
18-11-2022,106.379
17-11-2022,106.671
16-11-2022,106.933
15-11-2022,107.419
14-11-2022,107.027
11-11-2022,107.088
10-11-2022,105.669
09-11-2022,106.675
07-11-2022,106.821
04-11-2022,105.844
03-11-2022,105.838
02-11-2022,106.057
01-11-2022,106.107
31-10-2022,105.432
28-10-2022,104.4
27-10-2022,104.937
25-10-2022,104.792
21-10-2022,103.955
20-10-2022,104.246
19-10-2022,103.98
18-10-2022,103.872
17-10-2022,102.852
14-10-2022,102.438
13-10-2022,102.015
12-10-2022,102.692
11-10-2022,102.146
10-10-2022,103.506
07-10-2022,104.08
06-10-2022,104.283
04-10-2022,103.492
03-10-2022,101.648
30-09-2022,102.771
29-09-2022,101.253
28-09-2022,100.906
27-09-2022,101.679
26-09-2022,101.736
23-09-2022,103.687
22-09-2022,105.802
21-09-2022,106.148
20-09-2022,107.155
19-09-2022,105.716
16-09-2022,105.542
15-09-2022,107.91
14-09-2022,108.072
13-09-2022,108.394
12-09-2022,107.698
09-09-2022,107.267
08-09-2022,107.076
07-09-2022,106.241
06-09-2022,106.059
05-09-2022,105.848
02-09-2022,105.482
01-09-2022,105.643
30-08-2022,106.044
29-08-2022,103.888
26-08-2022,105.249
25-08-2022,105.107
24-08-2022,105.392
23-08-2022,105.16
22-08-2022,104.474
19-08-2022,106.218
18-08-2022,107.26
17-08-2022,107.471
16-08-2022,106.895
12-08-2022,106.152
11-08-2022,105.536
10-08-2022,104.653
08-08-2022,104.822
05-08-2022,104.472
04-08-2022,104.428
03-08-2022,104.374
02-08-2022,104.694
01-08-2022,104.492
29-07-2022,103.228
28-07-2022,101.801
27-07-2022,100.744
26-07-2022,99.928
25-07-2022,100.954
22-07-2022,101.155
21-07-2022,100.666
20-07-2022,100.078
19-07-2022,99.374
18-07-2022,99.003
15-07-2022,97.726
14-07-2022,97.35
13-07-2022,97.39
12-07-2022,97.456
11-07-2022,98.356
08-07-2022,98.309
07-07-2022,98.207
06-07-2022,97.092
05-07-2022,95.776
04-07-2022,95.783
01-07-2022,95.114
30-06-2022,94.687
29-06-2022,94.303
28-06-2022,94.93
27-06-2022,94.79
24-06-2022,93.873
23-06-2022,92.783
22-06-2022,91.626
21-06-2022,92.8
20-06-2022,90.834
17-06-2022,91.255
16-06-2022,92.207
15-06-2022,94.072
14-06-2022,93.973
13-06-2022,94.093
10-06-2022,96.596
09-06-2022,97.486
08-06-2022,96.975
07-06-2022,97.21
06-06-2022,98.005
03-06-2022,98.389
02-06-2022,99.285
01-06-2022,98.879
31-05-2022,99.132
30-05-2022,99.193
27-05-2022,97.248
26-05-2022,96.535
25-05-2022,95.296
24-05-2022,95.943
23-05-2022,96.488
20-05-2022,96.65
19-05-2022,94.407
18-05-2022,96.866
17-05-2022,97.076
16-05-2022,94.958
13-05-2022,93.894
12-05-2022,93.997
11-05-2022,96.007
10-05-2022,96.387
09-05-2022,97.467
06-05-2022,98.364
05-05-2022,99.792
04-05-2022,99.812
02-05-2022,102.243
29-04-2022,102.613
28-04-2022,103.513
27-04-2022,102.476
26-04-2022,103.545
25-04-2022,102.189
22-04-2022,103.797
21-04-2022,104.986
20-04-2022,103.852
19-04-2022,103.262
18-04-2022,104.168
13-04-2022,105.409
12-04-2022,105.494
11-04-2022,106.448
08-04-2022,106.656
07-04-2022,105.712
06-04-2022,106.251
05-04-2022,106.697
04-04-2022,106.409
01-04-2022,104.7
31-03-2022,103.711
30-03-2022,103.693
29-03-2022,102.59
28-03-2022,101.72
25-03-2022,101.751
24-03-2022,102.36
23-03-2022,102.578
22-03-2022,102.727
21-03-2022,102.196
17-03-2022,102.965
16-03-2022,101.465
15-03-2022,99.729
14-03-2022,100.675
11-03-2022,99.868
10-03-2022,99.26
09-03-2022,97.838
08-03-2022,96.237
07-03-2022,95.293
04-03-2022,97.868
03-03-2022,99.207
02-03-2022,100.081
28-02-2022,100.84
25-02-2022,99.644
24-02-2022,96.806
23-02-2022,101.78
22-02-2022,101.846
21-02-2022,102.902
18-02-2022,103.795
17-02-2022,103.918
16-02-2022,104.318
15-02-2022,104.666
14-02-2022,101.993
11-02-2022,105.358
10-02-2022,106.95
09-02-2022,106.402
08-02-2022,105.34
07-02-2022,105.667
04-02-2022,107.113
03-02-2022,107.671
02-02-2022,108.628
01-02-2022,107.46
31-01-2022,106.579
28-01-2022,105.162
27-01-2022,104.969
25-01-2022,106.09
24-01-2022,104.944
21-01-2022,107.913
20-01-2022,109.348
19-01-2022,109.985
18-01-2022,110.677
17-01-2022,112.008
14-01-2022,111.776
13-01-2022,111.555
12-01-2022,111.3
11-01-2022,110.354
10-01-2022,110.393
07-01-2022,109.494
06-01-2022,108.905
05-01-2022,109.47
04-01-2022,109.115
03-01-2022,108.469
31-12-2021,106.824
30-12-2021,105.814
29-12-2021,105.738
28-12-2021,105.854
27-12-2021,104.657
24-12-2021,104.304
23-12-2021,104.854
22-12-2021,104.198
21-12-2021,103.077
20-12-2021,102.115
17-12-2021,104.861
16-12-2021,106.457
15-12-2021,106.791
14-12-2021,107.333
13-12-2021,107.532
10-12-2021,107.738
09-12-2021,107.503
08-12-2021,107.233
07-12-2021,105.726
06-12-2021,104.098
03-12-2021,105.751
02-12-2021,105.955
01-12-2021,104.936
30-11-2021,104.25
29-11-2021,103.691
26-11-2021,104.282
25-11-2021,107.48
24-11-2021,106.916
23-11-2021,107.224
22-11-2021,106.068
18-11-2021,108.494
17-11-2021,109.974
16-11-2021,110.188
15-11-2021,110.703
12-11-2021,110.785
11-11-2021,109.974
10-11-2021,110.804
09-11-2021,111.17
08-11-2021,111.137
03-11-2021,109.13
02-11-2021,109.311
01-11-2021,108.913
29-10-2021,107.043
28-10-2021,107.593
27-10-2021,109.117
26-10-2021,109.461
25-10-2021,108.257
22-10-2021,108.812
21-10-2021,109.514
20-10-2021,110.052
19-10-2021,111.469
18-10-2021,112.499
14-10-2021,111.527
13-10-2021,110.48
12-10-2021,109.706
11-10-2021,109.548
08-10-2021,108.873
07-10-2021,108.6
06-10-2021,106.77
05-10-2021,107.639
04-10-2021,107.064
01-10-2021,105.633
30-09-2021,105.893
29-09-2021,106.206
28-09-2021,105.983
27-09-2021,106.652
24-09-2021,106.405
23-09-2021,106.86
22-09-2021,105.57
21-09-2021,104.962
20-09-2021,104.708
17-09-2021,106.583
16-09-2021,107.388
15-09-2021,107.098
14-09-2021,106.207
13-09-2021,105.555
09-09-2021,105.507
08-09-2021,105.224
07-09-2021,105.035
06-09-2021,105.273
03-09-2021,105.024
02-09-2021,104.565
01-09-2021,103.687
31-08-2021,103.217
30-08-2021,102.027
27-08-2021,100.349
26-08-2021,99.571
25-08-2021,99.712
24-08-2021,99.565
23-08-2021,99.053
20-08-2021,99.224
18-08-2021,100.619
17-08-2021,100.914
16-08-2021,100.532
13-08-2021,100.452
12-08-2021,100.036
11-08-2021,99.473
10-08-2021,99.478
09-08-2021,100.008
06-08-2021,100.164
05-08-2021,100.24
04-08-2021,100.375
03-08-2021,100.191
02-08-2021,99.156
30-07-2021,98.57
29-07-2021,98.425
28-07-2021,97.382
27-07-2021,97.439
26-07-2021,97.832
23-07-2021,97.634
22-07-2021,96.981
20-07-2021,95.818
19-07-2021,96.698
16-07-2021,97.401
15-07-2021,97.15
14-07-2021,96.921
13-07-2021,96.517
12-07-2021,95.947
09-07-2021,95.617
08-07-2021,95.434
07-07-2021,96.265
06-07-2021,95.99
05-07-2021,95.861
02-07-2021,95.428
01-07-2021,95.0
30-06-2021,94.95
29-06-2021,94.723
28-06-2021,95.15
25-06-2021,95.02
24-06-2021,94.183
23-06-2021,93.318
22-06-2021,93.475
21-06-2021,93.357
18-06-2021,93.165
17-06-2021,93.405
16-06-2021,93.996
15-06-2021,94.522
14-06-2021,93.86
11-06-2021,93.873
10-06-2021,93.638
09-06-2021,92.773
08-06-2021,93.548
07-06-2021,93.301
04-06-2021,92.603
03-06-2021,92.67
02-06-2021,91.963
01-06-2021,91.573
31-05-2021,91.698
28-05-2021,91.148
27-05-2021,91.267
26-05-2021,90.976
25-05-2021,90.627
24-05-2021,90.66
21-05-2021,90.069
20-05-2021,88.776
19-05-2021,89.282
18-05-2021,89.31
17-05-2021,88.259
14-05-2021,86.762
12-05-2021,87.429
11-05-2021,88.223
10-05-2021,88.158
07-05-2021,87.768
06-05-2021,87.576
05-05-2021,86.88
04-05-2021,85.871
03-05-2021,86.327
30-04-2021,86.006
29-04-2021,86.85
28-04-2021,86.632
27-04-2021,85.735
26-04-2021,84.52
23-04-2021,83.483
22-04-2021,83.586
20-04-2021,83.053
19-04-2021,83.163
16-04-2021,84.307
15-04-2021,84.13
13-04-2021,83.727
12-04-2021,82.686
09-04-2021,85.894
08-04-2021,86.122
07-04-2021,85.855
06-04-2021,84.675
05-04-2021,84.378
01-04-2021,85.639
31-03-2021,84.803
30-03-2021,85.061
26-03-2021,83.374
25-03-2021,82.325
24-03-2021,83.399
23-03-2021,84.857
22-03-2021,84.134
19-03-2021,84.183
18-03-2021,83.368
17-03-2021,84.482
16-03-2021,85.746
15-03-2021,85.905
12-03-2021,86.209
10-03-2021,86.696
09-03-2021,86.175
08-03-2021,85.943
05-03-2021,85.686
04-03-2021,86.781
03-03-2021,87.129
02-03-2021,85.605
01-03-2021,84.528
26-02-2021,83.517
25-02-2021,85.77
24-02-2021,84.917
23-02-2021,83.775
22-02-2021,83.211
19-02-2021,84.68
18-02-2021,86.054
17-02-2021,86.135
16-02-2021,86.237
15-02-2021,86.504
12-02-2021,85.452
11-02-2021,85.498
10-02-2021,84.856
09-02-2021,84.577
08-02-2021,84.477
05-02-2021,83.05
04-02-2021,83.377
03-02-2021,82.476
02-02-2021,81.358
01-02-2021,79.657
29-01-2021,76.56
28-01-2021,77.415
27-01-2021,77.584
25-01-2021,78.964
22-01-2021,79.409
21-01-2021,80.534
20-01-2021,80.742
19-01-2021,80.138
18-01-2021,78.827
15-01-2021,79.872
14-01-2021,80.691
13-01-2021,80.394
12-01-2021,80.254
11-01-2021,79.673
08-01-2021,79.3
07-01-2021,78.331
06-01-2021,77.978
05-01-2021,77.929
04-01-2021,77.467
01-01-2021,76.521
31-12-2020,75.996
30-12-2020,75.974
29-12-2020,75.69
28-12-2020,75.42
24-12-2020,74.648
23-12-2020,73.998
22-12-2020,72.939
21-12-2020,72.233
18-12-2020,74.803
17-12-2020,74.712
16-12-2020,74.715
15-12-2020,74.228
14-12-2020,74.269
11-12-2020,73.917
10-12-2020,73.992
09-12-2020,74.275
08-12-2020,73.746
07-12-2020,73.65
04-12-2020,73.091
03-12-2020,72.391
02-12-2020,72.184
01-12-2020,72.128
27-11-2020,71.492
26-11-2020,70.918
25-11-2020,70.36
24-11-2020,71.457
23-11-2020,70.63
20-11-2020,70.252
19-11-2020,69.797
18-11-2020,70.507
17-11-2020,70.305
13-11-2020,69.235
12-11-2020,69.104
11-11-2020,69.136
10-11-2020,68.562
09-11-2020,68.226
06-11-2020,67.175
05-11-2020,66.828
04-11-2020,65.612
03-11-2020,65.264
02-11-2020,64.544
30-10-2020,63.975
29-10-2020,64.05
28-10-2020,64.347
27-10-2020,64.928
26-10-2020,64.282
23-10-2020,65.273
22-10-2020,64.815
21-10-2020,64.696
20-10-2020,64.355
19-10-2020,64.128
16-10-2020,63.43
15-10-2020,62.728
14-10-2020,64.16
13-10-2020,64.051
12-10-2020,64.106
09-10-2020,64.3
08-10-2020,63.901
07-10-2020,63.631
06-10-2020,63.548
05-10-2020,63.094
01-10-2020,62.863
30-09-2020,62.207
29-09-2020,62.314
28-09-2020,62.307
25-09-2020,60.856
24-09-2020,59.379
23-09-2020,61.037
22-09-2020,61.275
21-09-2020,61.834
18-09-2020,63.638
17-09-2020,63.624
16-09-2020,63.912
15-09-2020,63.635
14-09-2020,63.11
11-09-2020,62.247
10-09-2020,62.021
09-09-2020,61.234
08-09-2020,61.512
07-09-2020,61.965
04-09-2020,62.079
03-09-2020,63.214
02-09-2020,63.124
01-09-2020,62.694
31-08-2020,62.142
28-08-2020,64.013
27-08-2020,63.598
26-08-2020,63.584
25-08-2020,63.29
24-08-2020,62.965
21-08-2020,62.588
20-08-2020,62.296
19-08-2020,62.309
18-08-2020,62.08
17-08-2020,61.179
14-08-2020,60.912
13-08-2020,61.515
12-08-2020,61.197
11-08-2020,61.186
10-08-2020,60.881
07-08-2020,60.121
06-08-2020,59.8
05-08-2020,59.399
04-08-2020,59.139
03-08-2020,58.438
31-07-2020,58.893
30-07-2020,58.617
