amfi_code,mean_return,volatility,sharpe,sortino,max_drawdown,alpha,beta,score
118834,0.0021994048669182753,,,,0.0,,,
119551,0.001873828856964188,,,,0.0,,,
120503,0.0021871582565224923,,,,0.0,,,
